chr	Start	End	Deletion_Size
3R	11247492 	 11247657 	 165
3R	11253578 	 11272647 	 19069
3R	11275377 	 11276345 	 968
3R	11281549 	 11281691 	 142
3R	11315502 	 11315847 	 345
3R	11327162 	 11330746 	 3584
3R	11411331 	 11412729 	 1398
3R	11413720 	 11429186 	 15466
3R	11433082 	 11442490 	 9408
3R	11465628 	 11466854 	 1226
3R	11467424 	 11469995 	 2571
3R	11484962 	 11505543 	 20581
3R 	 11544410 	 11544518 	 108
3R	11555982 	 11559547 	 3565
3R	11562088 	 11562271 	 183
3R	11564180 	 11578058 	 13878
3R	11585728 	 11586234 	 506
3R	11603226 	 11621881 	 18655
3R	11644274 	 11654480 	 10206
3R 	 11709526 	 11709648 	 122
3R 	 11737527 	 11737632 	 105
3R	11812533 	 11812720 	 187
3R 	 11844731 	 11844771 	 40
3R	11846509 	 11849160 	 2651
3R	11884881 	 11887385 	 2504
3R	11887648 	 11891239 	 3591
3R	11894026 	 11897737 	 3711
3R 	 11904138 	 11904261 	 123
3R 	 11934991 	 11935068 	 77
3R 	 11955392 	 11955442 	 50
3R	11962567 	 11964613 	 2046
3R 	 11989968 	 11990090 	 122
3R	12035355 	 12038015 	 2660
3R	12050894 	 12050957 	 63
3R 	 12062277 	 12062401 	 124
3R	12071631 	 12072076 	 445
3R 	 12073661 	 12073741 	 80
3R 	 12156501 	 12156607 	 106
3R	12163575 	 12166854 	 3279
3R	12184491 	 12184543 	 52
3R	12216339 	 12216425 	 86
3R	12218393 	 12254257 	 35864
3R	12260657 	 12277080 	 16423
3R 	 12278143 	 12278262 	 119
3R	12287288 	 12288289 	 1001
3R	12304382 	 12311205 	 6823
3R 	 12312318 	 12312437 	 119
3R 	 12361396 	 12361520 	 124
3R 	 12379944 	 12380052 	 108
3R	12399718 	 12399901 	 183
3R 	 12439022 	 12439137 	 115
3R 	 12485394 	 12485500 	 106
3R 	 12492177 	 12492268 	 91
3R 	 12503727 	 12503836 	 109
3R 	 12507010 	 12507117 	 107
3R 	 12519563 	 12519687 	 124
3R	12528269 	 12528635 	 366
3R	12535924 	 12541146 	 5222
3R	12571146 	 12574743 	 3597
3R	12587556 	 12588107 	 551
3R	12599507 	 12603601 	 4094
3R 	 12616041 	 12616156 	 115
3R	12622651 	 12622720 	 69
3R	12623720 	 12629487 	 5767
3R	12662902 	 12671083 	 8181
3R	12673765 	 12673840 	 75
3R 	 12674121 	 12674242 	 121
3R 	 12692271 	 12692390 	 119
3R 	 12697257 	 12697374 	 117
3R	12771634 	 12775666 	 4032
3R 	 12865648 	 12865749 	 101
3R	12871060 	 12871169 	 109
3R	12885828 	 12892205 	 6377
3R	12892836 	 12897237 	 4401
3R 	 12898204 	 12898309 	 105
3R 	 12922751 	 12922787 	 36
3R 	 12924572 	 12924623 	 51
3R 	 12938321 	 12938424 	 103
3R	12950409 	 12951484 	 1075
3R 	 12968752 	 12968875 	 123
3R 	 12995313 	 12995412 	 99
3R 	 13005068 	 13005186 	 118
3R	13016363 	 13016475 	 112
3R	13024543 	 13033821 	 9278
3R 	 13053680 	 13053803 	 123
3R	13059978 	 13065595 	 5617
3R	13067084 	 13070325 	 3241
3R 	 13078544 	 13078650 	 106
3R	13101384 	 13101543 	 159
3R	13129503 	 13130535 	 1032
3R 	 13169463 	 13169554 	 91
3R	13180209 	 13190094 	 9885
3R 	 13227558 	 13227671 	 113
3R	13232685 	 13233111 	 426
3R	13271995 	 13272085 	 90
3R 	 13314104 	 13314197 	 93
3R 	 13314993 	 13315043 	 50
3R 	 13321500 	 13321534 	 34
3R 	 13356304 	 13356406 	 102
3R	13403942 	 13405061 	 1119
3R	13406714 	 13424481 	 17767
3R	13441205 	 13446607 	 5402
3R 	 13457054 	 13457162 	 108
3R 	 13481588 	 13481690 	 102
3R	13488614 	 13493041 	 4427
3R	13499898 	 13517085 	 17187
3R	13539459 	 13540722 	 1263
3R	13550844 	 13554744 	 3900
3R	13557320 	 13561037 	 3717
3R	13608365 	 13609220 	 855
3R	13667934 	 13668107 	 173
3R	13685573 	 13687653 	 2080
3R	13689072 	 13689651 	 579
3R	13692524 	 13717035 	 24511
3R 	 13729239 	 13729360 	 121
3R 	 13761423 	 13761534 	 111
3R	13776635 	 13778526 	 1891
3R	13785674 	 13790410 	 4736
3R	13798309 	 13805978 	 7669
3R 	 13809903 	 13810026 	 123
3R	13825537 	 13825586 	 49
3R	13825872 	 13828962 	 3090
3R	13862786 	 13867914 	 5128
3R	13876689 	 13880155 	 3466
3R 	 13927449 	 13927556 	 107
3R	13936710 	 13936781 	 71
3R	13937281 	 13937428 	 147
3R 	 13950198 	 13950320 	 122
3R 	 13973761 	 13973884 	 123
3R	13975469 	 13978395 	 2926
3R 	 13981700 	 13981822 	 122
3R 	 14004470 	 14004584 	 114
3R 	 14028483 	 14028588 	 105
3R	14081182 	 14090473 	 9291
3R 	 14095531 	 14095654 	 123
3R	14107259 	 14114137 	 6878
3R	14117694 	 14121333 	 3639
3R	14174703 	 14177489 	 2786
3R 	 14179642 	 14179692 	 50
3R 	 14192225 	 14192345 	 120
3R 	 14201767 	 14201811 	 44
3R 	 14202887 	 14202995 	 108
3R	14214206 	 14223529 	 9323
3R 	 14249890 	 14249991 	 101
3R 	 14252223 	 14252339 	 116
3R	14269723 	 14269779 	 56
3R	14299982 	 14302055 	 2073
3R	14305931 	 14313953 	 8022
3R 	 14316976 	 14317083 	 107
3R	14336467 	 14338757 	 2290
3R	14348207 	 14348288 	 81
3R 	 14351509 	 14351631 	 122
3R	14368655 	 14368711 	 56
3R	14374124 	 14376352 	 2228
3R	14380085 	 14389991 	 9906
3R	14410977 	 14413220 	 2243
3R	14414435 	 14431900 	 17465
3R	14455052 	 14457610 	 2558
3R 	 14459460 	 14459561 	 101
3R 	 14520211 	 14520319 	 108
3R	14536660 	 14537956 	 1296
3R	14543310 	 14552275 	 8965
3R	14571125 	 14588069 	 16944
3R 	 14591820 	 14591940 	 120
3R	14604479 	 14616828 	 12349
3R	14630064 	 14642749 	 12685
3R	14652693 	 14653059 	 366
3R 	 14678693 	 14678814 	 121
3R 	 14690013 	 14690114 	 101
3R	14730371 	 14740131 	 9760
3R	14742124 	 14760247 	 18123
3R	14809383 	 14811840 	 2457
3R 	 14833568 	 14833689 	 121
3R	14855341 	 14855515 	 174
3R	14864468 	 14864884 	 416
3R 	 14906188 	 14906293 	 105
3R 	 14935953 	 14936053 	 100
3R	14938272 	 14940138 	 1866
3R 	 14946442 	 14946543 	 101
3R	14988273 	 14990423 	 2150
3R	14993219 	 14993771 	 552
3R 	 15032956 	 15033067 	 111
3R 	 15049259 	 15049303 	 44
3R 	 15060787 	 15060869 	 82
3R 	 15088506 	 15088605 	 99
3R 	 15101974 	 15102009 	 35
3R 	 15108170 	 15108274 	 104
3R 	 15151328 	 15151449 	 121
3R	15154264 	 15158335 	 4071
3R 	 15161539 	 15161631 	 92
3R 	 15195371 	 15195484 	 113
3R	15205089 	 15205373 	 284
3R	15206769 	 15209598 	 2829
3R	15213556 	 15226135 	 12579
3R 	 15242908 	 15242988 	 80
3R	15242988 	 15243044 	 56
3R 	 15244198 	 15244309 	 111
3R	15244986 	 15245123 	 137
3R	15268038 	 15268141 	 103
3R	15272812 	 15276921 	 4109
3R	15279098 	 15280756 	 1658
3R	15282707 	 15284359 	 1652
3R	15301921 	 15304746 	 2825
3R 	 15308225 	 15308324 	 99
3R 	 15311604 	 15311718 	 114
3R 	 15324704 	 15324807 	 103
3R	15328831 	 15329260 	 429
3R	15340228 	 15341368 	 1140
3R 	 15357791 	 15357893 	 102
3R 	 15360031 	 15360145 	 114
3R	15368375 	 15383903 	 15528
3R	15390989 	 15393468 	 2479
3R 	 15450682 	 15450794 	 112
3R	15452756 	 15453868 	 1112
3R	15480924 	 15481762 	 838
3R 	 15498593 	 15498710 	 117
3R 	 15501105 	 15501209 	 104
3R 	 15509740 	 15509840 	 100
3R 	 15524001 	 15524122 	 121
3R 	 15563876 	 15563957 	 81
3R 	 15577184 	 15577229 	 45
3R	15582254 	 15585236 	 2982
3R 	 15602036 	 15602147 	 111
3R 	 15602279 	 15602398 	 119
3R 	 15622873 	 15622921 	 48
3R 	 15641095 	 15641202 	 107
3R 	 15644778 	 15644900 	 122
3R	15658205 	 15660350 	 2145
3R	15665475 	 15675716 	 10241
3R	15686651 	 15686708 	 57
3R 	 15694342 	 15694457 	 115
3R	15742540 	 15745427 	 2887
3R	15782679 	 15831675 	 48996
3R	15867672 	 15867723 	 51
3R	15877184 	 15877332 	 148
3R	15878044 	 15878140 	 96
3R 	 15903484 	 15903580 	 96
3R 	 15910178 	 15910209 	 31
3R 	 15918314 	 15918436 	 122
3R 	 15932464 	 15932563 	 99
3R 	 15933977 	 15934048 	 71
3R 	 15934099 	 15934154 	 55
3R	15948797 	 15951129 	 2332
3R 	 15967140 	 15967257 	 117
3R	15974512 	 15989981 	 15469
3R	16030453 	 16033935 	 3482
3R	16054135 	 16058048 	 3913
3R	16080549 	 16090133 	 9584
3R	16092072 	 16092360 	 288
3R	16097289 	 16097703 	 414
3R 	 16116690 	 16116810 	 120
3R	16123216 	 16123382 	 166
3R	16124028 	 16124217 	 189
3R	16171456 	 16186567 	 15111
3R	16201415 	 16205945 	 4530
3R	16223100 	 16232660 	 9560
3R	16272054 	 16277526 	 5472
3R	16279961 	 16280973 	 1012
3R	16286913 	 16286991 	 78
3R	16303022 	 16317330 	 14308
3R 	 16319078 	 16319195 	 117
3R	16329030 	 16336554 	 7524
3R 	 16361229 	 16361328 	 99
3R	16368258 	 16370160 	 1902
3R 	 16427374 	 16427495 	 121
3R	16441449 	 16441502 	 53
3R	16445943 	 16445990 	 47
3R	16464933 	 16468150 	 3217
3R	16498722 	 16498917 	 195
3R 	 16499724 	 16499848 	 124
3R	16518176 	 16532378 	 14202
3R	16532985 	 16534571 	 1586
3R	16555843 	 16562546 	 6703
3R	16614356 	 16629628 	 15272
3R	16630842 	 16631264 	 422
3R 	 16683441 	 16683541 	 100
3R 	 16716719 	 16716840 	 121
3R 	 16755647 	 16755765 	 118
3R	16786170 	 16786401 	 231
3R	16796151 	 16798494 	 2343
3R	16811019 	 16815481 	 4462
3R 	 16822295 	 16822416 	 121
3R 	 16829909 	 16830024 	 115
3R 	 16852538 	 16852638 	 100
3R	16893400 	 16893563 	 163
3R 	 16904285 	 16904406 	 121
3R	16905288 	 16906354 	 1066
3R	16911979 	 16914057 	 2078
3R	16951735 	 16954116 	 2381
3R	16963833 	 16964179 	 346
3R 	 16966733 	 16966854 	 121
3R 	 16971904 	 16972027 	 123
3R 	 16995323 	 16995447 	 124
3R	16997086 	 17008300 	 11214
3R	17059112 	 17066633 	 7521
3R	17067571 	 17070666 	 3095
3R	17085724 	 17087215 	 1491
3R	17121941 	 17129933 	 7992
3R 	 17146526 	 17146643 	 117
3R 	 17177979 	 17178079 	 100
3R 	 17183367 	 17183489 	 122
3R	17241784 	 17243660 	 1876
3R	17244311 	 17244426 	 115
3R 	 17259830 	 17259946 	 116
3R 	 17265670 	 17265744 	 74
3R 	 17265833 	 17265886 	 53
3R	17277942 	 17278134 	 192
3R	17289345 	 17295184 	 5839
3R 	 17304701 	 17304812 	 111
3R	17331741 	 17332040 	 299
3R	17335887 	 17345315 	 9428
3R 	 17358730 	 17358827 	 97
3R	17387752 	 17389487 	 1735
3R	17392476 	 17398239 	 5763
3R	17425991 	 17435770 	 9779
3R	17446900 	 17471368 	 24468
3R 	 17511614 	 17511679 	 65
3R 	 17518688 	 17518756 	 68
3R	17522169 	 17522804 	 635
3R	17543373 	 17547117 	 3744
3R	17555789 	 17563402 	 7613
3R	17599125 	 17600700 	 1575
3R 	 17704519 	 17704641 	 122
3R	17711449 	 17711937 	 488
3R 	 17729039 	 17729163 	 124
3R 	 17762528 	 17762641 	 113
3R	17802779 	 17818287 	 15508
3R	17884403 	 17884643 	 240
3R 	 17885542 	 17885660 	 118
3R 	 17889999 	 17890123 	 124
3R	17920186 	 17920269 	 83
3R 	 17930845 	 17930945 	 100
3R	17943245 	 17946053 	 2808
3R	17965936 	 17965995 	 59
3R 	 17972760 	 17972870 	 110
3R 	 17977450 	 17977562 	 112
3R 	 17986774 	 17986895 	 121
3R	18025918 	 18031851 	 5933
3R 	 18036933 	 18037001 	 68
3R 	 18048396 	 18048451 	 55
3R	18054273 	 18054863 	 590
3R 	 18060640 	 18060752 	 112
3R 	 18062135 	 18062234 	 99
3R	18065453 	 18066992 	 1539
3R 	 18071155 	 18071276 	 121
3R	18086337 	 18088714 	 2377
3R	18094529 	 18096548 	 2019
3R	18099460 	 18099770 	 310
3R 	 18099770 	 18099877 	 107
3R	18100550 	 18101027 	 477
3R	18101446 	 18101864 	 418
3R 	 18109453 	 18109574 	 121
3R	18132457 	 18137548 	 5091
3R	18144013 	 18144798 	 785
3R 	 18149159 	 18149283 	 124
3R	18178178 	 18180857 	 2679
3R	18184223 	 18189126 	 4903
3R 	 18190894 	 18190994 	 100
3R	18200441 	 18206983 	 6542
3R 	 18212813 	 18212920 	 107
3R 	 18218306 	 18218405 	 99
3R	18243536 	 18243922 	 386
3R	18266554 	 18274981 	 8427
3R	18276606 	 18277511 	 905
3R	18286368 	 18290694 	 4326
3R	18293002 	 18293078 	 76
3R	18306642 	 18306860 	 218
3R	18323539 	 18331789 	 8250
3R	18343719 	 18344658 	 939
3R	18344923 	 18352333 	 7410
3R 	 18396994 	 18397105 	 111
3R	18411948 	 18411998 	 50
3R	18436442 	 18438617 	 2175
3R	18461604 	 18470976 	 9372
3R	18489716 	 18499330 	 9614
3R 	 18503744 	 18503852 	 108
3R 	 18517516 	 18517621 	 105
3R	18556080 	 18557391 	 1311
3R	18562149 	 18562218 	 69
3R 	 18581797 	 18581906 	 109
3R 	 18605481 	 18605603 	 122
3R 	 18609140 	 18609161 	 21
3R	18620395 	 18622343 	 1948
3R	18624602 	 18625394 	 792
3R	18632350 	 18632421 	 71
3R	18662757 	 18668147 	 5390
3R	18680369 	 18680485 	 116
3R 	 18683353 	 18683465 	 112
3R	18703749 	 18709277 	 5528
3R	18715095 	 18715358 	 263
3R	18721215 	 18735845 	 14630
3R	18741869 	 18745675 	 3806
3R	18750611 	 18750827 	 216
3R 	 18756997 	 18757102 	 105
3R	18760243 	 18760293 	 50
3R	18860197 	 18867389 	 7192
3R 	 18887485 	 18887582 	 97
3R	18890117 	 18914589 	 24472
3R 	 18922161 	 18922265 	 104
3R 	 18961490 	 18961593 	 103
3R 	 19019674 	 19019776 	 102
3R 	 19025173 	 19025279 	 106
3R	19041588 	 19043475 	 1887
3R 	 19052111 	 19052213 	 102
3R	19056947 	 19082219 	 25272
3R 	 19091058 	 19091171 	 113
3R	19100835 	 19100886 	 51
3R 	 19106410 	 19106532 	 122
3R	19140849 	 19152719 	 11870
3R	19239632 	 19241913 	 2281
3R	19302739 	 19311064 	 8325
3R	19311350 	 19312130 	 780
3R	19315336 	 19318526 	 3190
3R	19335500 	 19336029 	 529
3R	19345723 	 19347198 	 1475
3R	19351494 	 19360568 	 9074
3R	19366590 	 19383686 	 17096
3R 	 19419725 	 19419833 	 108
3R 	 19448935 	 19448965 	 30
3R	19454374 	 19454554 	 180
3R	19465562 	 19487492 	 21930
3R 	 19516374 	 19516493 	 119
3R	19535204 	 19538488 	 3284
3R 	 19563450 	 19563571 	 121
3R	19596652 	 19606536 	 9884
3R	19614351 	 19627123 	 12772
3R	19630370 	 19632312 	 1942
3R	19634922 	 19659066 	 24144
3R	19669388 	 19670597 	 1209
3R	19673876 	 19674296 	 420
3R 	 19702096 	 19702151 	 55
3R 	 19704762 	 19704833 	 71
3R 	 19709652 	 19709689 	 37
3R	19716556 	 19719749 	 3193
3R	19721092 	 19736953 	 15861
3R 	 19746097 	 19746169 	 72
3R	19792578 	 19798812 	 6234
3R	19820022 	 19838708 	 18686
3R	19849524 	 19849639 	 115
3R	19852169 	 19852234 	 65
3R 	 19858247 	 19858364 	 117
3R	19865910 	 19875057 	 9147
3R	19875573 	 19879282 	 3709
3R 	 19884662 	 19884785 	 123
3R	19887049 	 19902423 	 15374
3R	19902808 	 19909533 	 6725
3R 	 19921541 	 19921638 	 97
3R	19995039 	 19996733 	 1694
3R	20044751 	 20045758 	 1007
3R	20054609 	 20068783 	 14174
3R	20072754 	 20072815 	 61
3R	20074711 	 20080747 	 6036
3R	20096085 	 20108130 	 12045
3R 	 20110759 	 20110813 	 54
3R 	 20143543 	 20143599 	 56
3R 	 20155229 	 20155299 	 70
3R 	 20159773 	 20159897 	 124
3R 	 20174726 	 20174834 	 108
3R	20192365 	 20194958 	 2593
3R 	 20207274 	 20207384 	 110
3R 	 20236575 	 20236680 	 105
3R	20243496 	 20243519 	 23
3R	20264937 	 20265232 	 295
3R	20292348 	 20308989 	 16641
3R	20321121 	 20321320 	 199
3R	20343346 	 20356950 	 13604
3R 	 20368129 	 20368229 	 100
3R	20379668 	 20387123 	 7455
3R	20387294 	 20391920 	 4626
3R	20408566 	 20413994 	 5428
3R 	 20438606 	 20438728 	 122
3R	20440954 	 20442098 	 1144
3R 	 20463583 	 20463694 	 111
3R	20500077 	 20502643 	 2566
3R 	 20513865 	 20513925 	 60
3R	20536800 	 20541790 	 4990
3R	20557028 	 20563065 	 6037
3R	20564262 	 20568553 	 4291
3R	20573134 	 20581243 	 8109
3R	20589355 	 20597919 	 8564
3R	20600839 	 20605470 	 4631
3R	20647473 	 20647528 	 55
3R	20652347 	 20652940 	 593
3R	20657665 	 20662627 	 4962
3R	20685651 	 20685708 	 57
3R	20714067 	 20718513 	 4446
3R 	 20726034 	 20726143 	 109
3R	20732279 	 20732605 	 326
3R	20744176 	 20744297 	 121
3R	20762271 	 20789096 	 26825
3R	20790336 	 20796572 	 6236
3R	20831253 	 20831322 	 69
3R 	 20871810 	 20871918 	 108
3R	20887362 	 20892335 	 4973
3R 	 20901130 	 20901242 	 112
3R	20918443 	 20924531 	 6088
3R 	 20940219 	 20940342 	 123
3R	20976759 	 20996415 	 19656
3R 	 21015189 	 21015287 	 98
3R	21020802 	 21021506 	 704
3R 	 21033004 	 21033109 	 105
3R	21040397 	 21040496 	 99
3R 	 21042592 	 21042692 	 100
3R	21046176 	 21055406 	 9230
3R	21059257 	 21064229 	 4972
3R 	 21097054 	 21097157 	 103
3R 	 21144630 	 21144665 	 35
3R	21166256 	 21166321 	 65
3R	21198817 	 21199088 	 271
3R	21215866 	 21215970 	 104
3R	21240960 	 21241027 	 67
3R 	 21249709 	 21249829 	 120
3R	21253555 	 21261847 	 8292
3R 	 21279331 	 21279440 	 109
3R 	 21286757 	 21286867 	 110
3R 	 21297125 	 21297244 	 119
3R 	 21299386 	 21299473 	 87
3R 	 21300248 	 21300288 	 40
3R	21318442 	 21318500 	 58
3R 	 21334796 	 21334906 	 110
3R 	 21362622 	 21362729 	 107
3R 	 21386458 	 21386558 	 100
3R 	 21399529 	 21399627 	 98
3R	21423477 	 21426048 	 2571
3R	21454591 	 21459669 	 5078
3R	21464611 	 21464711 	 100
3R 	 21489064 	 21489177 	 113
3R	21501485 	 21502136 	 651
3R	21514213 	 21514332 	 119
3R	21519306 	 21530001 	 10695
3R	21569140 	 21569312 	 172
3R	21573703 	 21581886 	 8183
3R 	 21585027 	 21585135 	 108
3R 	 21591140 	 21591260 	 120
3R	21620035 	 21624007 	 3972
3R 	 21631937 	 21632041 	 104
3R	21638755 	 21639271 	 516
3R 	 21645437 	 21645553 	 116
3R	21677701 	 21678747 	 1046
3R	21679993 	 21681427 	 1434
3R 	 21705684 	 21705799 	 115
3R	21724191 	 21724450 	 259
3R 	 21725191 	 21725313 	 122
3R 	 21770644 	 21770751 	 107
3R 	 21772884 	 21772991 	 107
3R	21787835 	 21792442 	 4607
3R	21800702 	 21801679 	 977
3R	21802999 	 21807068 	 4069
3R	21823820 	 21831842 	 8022
3R	21840042 	 21842346 	 2304
3R	21890325 	 21900254 	 9929
3R	21904053 	 21904557 	 504
3R 	 21920136 	 21920235 	 99
3R 	 21929341 	 21929447 	 106
3R	21937412 	 21944305 	 6893
3R	21944596 	 21946744 	 2148
3R	21983643 	 21983958 	 315
3R 	 21986553 	 21986675 	 122
3R	21991045 	 21991093 	 48
3R 	 21999985 	 22000096 	 111
3R	22009634 	 22017943 	 8309
3R	22022464 	 22025110 	 2646
3R	22039566 	 22039633 	 67
3R 	 22043599 	 22043704 	 105
3R	22058378 	 22075119 	 16741
3R	22082941 	 22091683 	 8742
3R 	 22103012 	 22103126 	 114
3R 	 22114516 	 22114613 	 97
3R	22139547 	 22152030 	 12483
3R	22177539 	 22177621 	 82
3R 	 22190552 	 22190674 	 122
3R 	 22204898 	 22205020 	 122
3R	22219982 	 22229214 	 9232
3R	22236048 	 22236106 	 58
3R 	 22247745 	 22247846 	 101
3R	22255868 	 22258035 	 2167
3R 	 22271353 	 22271474 	 121
3R	22276207 	 22293810 	 17603
3R 	 22315284 	 22315326 	 42
3R 	 22328952 	 22329010 	 58
3R	22334428 	 22335129 	 701
3R	22344143 	 22351980 	 7837
3R	22384026 	 22385393 	 1367
3R	22389099 	 22392633 	 3534
3R	22397080 	 22409411 	 12331
3R	22432890 	 22433015 	 125
3R	22458662 	 22458711 	 49
3R	22473539 	 22473587 	 48
3R	22474810 	 22504782 	 29972
3R 	 22513781 	 22513905 	 124
3R	22534715 	 22545508 	 10793
3R	22547109 	 22547655 	 546
3R 	 22551209 	 22551310 	 101
3R	22592857 	 22592958 	 101
3R	22608845 	 22608947 	 102
3R 	 22618991 	 22619095 	 104
3R	22627706 	 22628017 	 311
3R	22633812 	 22657697 	 23885
3R	22681505 	 22684543 	 3038
3R	22707755 	 22707845 	 90
3R	22743772 	 22744163 	 391
3R	22787078 	 22789734 	 2656
3R	22803186 	 22807140 	 3954
3R	22850829 	 22850882 	 53
3R 	 22875840 	 22875961 	 121
3R 	 22881931 	 22882008 	 77
3R 	 22886432 	 22886482 	 50
3R 	 22915481 	 22915584 	 103
3R 	 22939696 	 22939819 	 123
3R	22940848 	 22945156 	 4308
3R	22947219 	 22948775 	 1556
3R	22956252 	 22956550 	 298
3R	22966643 	 22969891 	 3248
3R 	 22983651 	 22983758 	 107
3R 	 22998558 	 22998678 	 120
3R 	 23021427 	 23021532 	 105
3R 	 23025997 	 23026114 	 117
3R	23031593 	 23032203 	 610
3R	23034982 	 23035449 	 467
3R	23049875 	 23050572 	 697
3R 	 23054012 	 23054058 	 46
3R 	 23057219 	 23057292 	 73
3R	23061566 	 23063787 	 2221
3R	23068797 	 23071753 	 2956
3R	23076326 	 23087193 	 10867
3R 	 23098454 	 23098560 	 106
3R 	 23121425 	 23121545 	 120
3R	23145487 	 23146365 	 878
3R 	 23147069 	 23147191 	 122
3R 	 23159913 	 23160037 	 124
3R 	 23185069 	 23185190 	 121
3R 	 23220320 	 23220424 	 104
3R 	 23250533 	 23250654 	 121
3R 	 23256712 	 23256822 	 110
3R	23264004 	 23266264 	 2260
3R	23271726 	 23272908 	 1182
3R	23302777 	 23303208 	 431
3R	23304862 	 23308155 	 3293
3R	23313506 	 23315643 	 2137
3R	23329793 	 23331900 	 2107
3R	23335296 	 23340966 	 5670
3R	23345964 	 23346021 	 57
3R 	 23348815 	 23348927 	 112
3R	23378553 	 23403387 	 24834
3R	23408721 	 23410044 	 1323
3R	23420608 	 23425973 	 5365
3R	23440804 	 23441587 	 783
3R	23449151 	 23449907 	 756
3R 	 23465285 	 23465409 	 124
3R	23477542 	 23477852 	 310
3R 	 23479286 	 23479409 	 123
3R 	 23521484 	 23521592 	 108
3R 	 23550539 	 23550643 	 104
3R	23551092 	 23551461 	 369
3R	23556883 	 23557501 	 618
3R	23564062 	 23569382 	 5320
3R	23616389 	 23617007 	 618
3R	23647798 	 23648521 	 723
3R	23678889 	 23680443 	 1554
3R	23719385 	 23719593 	 208
3R	23785721 	 23786073 	 352
3R 	 23794797 	 23794855 	 58
3R 	 23804592 	 23804626 	 34
3R 	 23805040 	 23805164 	 124
3R	23826493 	 23826812 	 319
3R 	 23837383 	 23837423 	 40
3R 	 23843772 	 23843854 	 82
3R 	 23878030 	 23878151 	 121
3R 	 23881787 	 23881911 	 124
3R	23892252 	 23899720 	 7468
3R	23910103 	 23911880 	 1777
3R	23912986 	 23914469 	 1483
3R	23926898 	 23934588 	 7690
3R	23987486 	 24005057 	 17571
3R	24008219 	 24014369 	 6150
3R 	 24020748 	 24020866 	 118
3R	24033795 	 24033846 	 51
3R	24038055 	 24038199 	 144
3R 	 24040962 	 24041085 	 123
3R 	 24052508 	 24052628 	 120
3R 	 24083526 	 24083647 	 121
3R 	 24089306 	 24089412 	 106
3R 	 24093967 	 24094003 	 36
3R 	 24107671 	 24107762 	 91
3R 	 24113831 	 24113861 	 30
3R 	 24113910 	 24114008 	 98
3R	24124637 	 24125006 	 369
3R	24160695 	 24161704 	 1009
3R 	 24185951 	 24186057 	 106
3R	24202224 	 24202614 	 390
3R 	 24210238 	 24210281 	 43
3R 	 24219092 	 24219195 	 103
3R	24231885 	 24234016 	 2131
3R 	 24263371 	 24263494 	 123
3R 	 24276490 	 24276608 	 118
3R	24318090 	 24318769 	 679
3R	24333369 	 24334435 	 1066
3R	24353835 	 24354671 	 836
3R	24390576 	 24403580 	 13004
3R	24409435 	 24413516 	 4081
3R	24483655 	 24487804 	 4149
3R	24505981 	 24506776 	 795
3R	24509067 	 24528183 	 19116
3R	24567095 	 24567516 	 421
3R	24571674 	 24576017 	 4343
3R	24584398 	 24593897 	 9499
3R	24596623 	 24597364 	 741
3R	24609620 	 24610519 	 899
3R	24691152 	 24693415 	 2263
3R	24708353 	 24711119 	 2766
3R 	 24716294 	 24716394 	 100
3R	24761704 	 24762374 	 670
3R	24777679 	 24792466 	 14787
3R 	 24795452 	 24795554 	 102
3R	24806495 	 24806611 	 116
3R 	 24833848 	 24833912 	 64
3R 	 24834084 	 24834148 	 64
3R	24843850 	 24850295 	 6445
3R 	 24856927 	 24857033 	 106
3R	24915504 	 24916472 	 968
3R 	 24932218 	 24932249 	 31
3R	24932994 	 24935974 	 2980
3R	25020523 	 25020575 	 52
3R	25031980 	 25032967 	 987
3R	25096426 	 25097441 	 1015
3R	25147566 	 25147798 	 232
3R	25176387 	 25195523 	 19136
3R	25197339 	 25210045 	 12706
3R 	 25225870 	 25225985 	 115
3R	25242818 	 25243868 	 1050
3R	25264928 	 25270319 	 5391
3R	25279626 	 25291738 	 12112
3R	25338476 	 25339142 	 666
3R	25390218 	 25396407 	 6189
3R 	 25439480 	 25439584 	 104
3R	25442262 	 25445761 	 3499
3R	25449770 	 25450140 	 370
3R	25468745 	 25476676 	 7931
3R	25487753 	 25490841 	 3088
3R	25528804 	 25542031 	 13227
3R	25550363 	 25561131 	 10768
3R	25568058 	 25574139 	 6081
3R	25574652 	 25575054 	 402
3R	25584737 	 25611799 	 27062
3R	25613965 	 25617584 	 3619
3R	25631451 	 25640721 	 9270
3R 	 25658723 	 25658823 	 100
3R	25691562 	 25723860 	 32298
3R 	 25731004 	 25731045 	 41
3R 	 25732634 	 25732721 	 87
3R	25768630 	 25768681 	 51
3R	25828537 	 25829327 	 790
3R 	 25832753 	 25832867 	 114
3R	25870970 	 25872753 	 1783
3R	25877477 	 25882666 	 5189
3R	25916152 	 25927810 	 11658
3R	25932705 	 25932778 	 73
3R	25979361 	 25979698 	 337
3R	25996909 	 26009418 	 12509
3R 	 26013890 	 26013992 	 102
3R 	 26016373 	 26016478 	 105
3R	26048218 	 26057270 	 9052
3R 	 26075850 	 26075938 	 88
3R 	 26077527 	 26077565 	 38
3R	26088194 	 26091325 	 3131
3R	26102245 	 26102744 	 499
3R	26105886 	 26105939 	 53
3R 	 26116628 	 26116658 	 30
3R	26144870 	 26146459 	 1589
3R	26152463 	 26152592 	 129
